date,product,cut_type,size,sales_quantity
2022-08-21,Salmon Fillet,A,8-9kg,31
2022-08-21,Salmon Fillet,B,1-2kg,15
2022-08-21,Salmon Fillet,B,2-3kg,34
2022-08-21,Salmon Fillet,B,3-4kg,13
2022-08-21,Salmon Fillet,B,4-5kg,30
2022-08-21,Salmon Fillet,B,5-6kg,32
2022-08-21,Salmon Fillet,B,6-7kg,43
2022-08-21,Salmon Fillet,B,7-8kg,17
2022-08-21,Salmon Fillet,B,8-9kg,21
2022-08-21,Salmon Fillet,C,1-2kg,27
2022-08-21,Salmon Fillet,C,2-3kg,25
2022-08-21,Salmon Fillet,C,3-4kg,35
2022-08-21,Salmon Fillet,C,4-5kg,5
2022-08-21,Salmon Fillet,C,5-6kg,17
2022-08-21,Salmon Fillet,C,6-7kg,18
2022-08-21,Salmon Fillet,C,7-8kg,30
2022-08-21,Salmon Fillet,C,8-9kg,38
2022-08-21,Salmon Fillet,D,1-2kg,25
2022-08-21,Salmon Fillet,D,2-3kg,20
2022-08-21,Salmon Fillet,D,3-4kg,21
2022-08-21,Salmon Fillet,D,4-5kg,38
2022-08-21,Salmon Fillet,D,5-6kg,10
2022-08-21,Salmon Fillet,D,6-7kg,25
2022-08-21,Salmon Fillet,D,7-8kg,37
2022-08-21,Salmon Fillet,D,8-9kg,32
2022-08-21,Salmon Fillet,E,1-2kg,26
2022-08-21,Salmon Fillet,E,2-3kg,38
2022-08-21,Salmon Fillet,E,3-4kg,5
2022-08-21,Salmon Fillet,E,4-5kg,25
2022-08-21,Salmon Fillet,E,5-6kg,16
2022-08-21,Salmon Fillet,E,6-7kg,5
2022-08-21,Salmon Fillet,E,7-8kg,29
2022-08-21,Salmon Fillet,E,8-9kg,42
2022-08-21,Salmon Fillet,F,1-2kg,21
2022-08-21,Salmon Fillet,F,2-3kg,30
2022-08-21,Salmon Fillet,F,3-4kg,44
2022-08-21,Salmon Fillet,F,4-5kg,38
2022-08-21,Salmon Fillet,F,5-6kg,40
2022-08-21,Salmon Fillet,F,6-7kg,35
2022-08-21,Salmon Fillet,F,7-8kg,25
2022-08-21,Salmon Fillet,F,8-9kg,11
2022-08-21,Trout Fillet,,,42
2022-08-21,Cod Fillet,,,35
2022-08-21,Shrimp,,,108
2022-08-21,Herring,,,53
2022-08-28,Salmon Fillet,A,1-2kg,26
2022-08-28,Salmon Fillet,A,2-3kg,33
2022-08-28,Salmon Fillet,A,3-4kg,21
2022-08-28,Salmon Fillet,A,4-5kg,35
2022-08-28,Salmon Fillet,A,5-6kg,22
2022-08-28,Salmon Fillet,A,6-7kg,25
2022-08-28,Salmon Fillet,A,7-8kg,14
2022-08-28,Salmon Fillet,A,8-9kg,13
2022-08-28,Salmon Fillet,B,1-2kg,13
2022-08-28,Salmon Fillet,B,2-3kg,22
2022-08-28,Salmon Fillet,B,3-4kg,24
2022-08-28,Salmon Fillet,B,4-5kg,15
2022-08-28,Salmon Fillet,B,5-6kg,10
2022-08-28,Salmon Fillet,B,6-7kg,28
2022-08-28,Salmon Fillet,B,7-8kg,11
2022-08-28,Salmon Fillet,B,8-9kg,34
2022-08-28,Salmon Fillet,C,1-2kg,26
2022-08-28,Salmon Fillet,C,2-3kg,12
2022-08-28,Salmon Fillet,C,3-4kg,16
2022-08-28,Salmon Fillet,C,4-5kg,16
2022-08-28,Salmon Fillet,C,5-6kg,31
2022-08-28,Salmon Fillet,C,6-7kg,33
2022-08-28,Salmon Fillet,C,7-8kg,10
2022-08-28,Salmon Fillet,C,8-9kg,23
2022-08-28,Salmon Fillet,D,1-2kg,19
2022-08-28,Salmon Fillet,D,2-3kg,26
2022-08-28,Salmon Fillet,D,3-4kg,24
2022-08-28,Salmon Fillet,D,4-5kg,12
2022-08-28,Salmon Fillet,D,5-6kg,25
2022-08-28,Salmon Fillet,D,6-7kg,15
2022-08-28,Salmon Fillet,D,7-8kg,32
2022-08-28,Salmon Fillet,D,8-9kg,20
2022-08-28,Salmon Fillet,E,1-2kg,48
2022-08-28,Salmon Fillet,E,2-3kg,27
2022-08-28,Salmon Fillet,E,3-4kg,19
2022-08-28,Salmon Fillet,E,4-5kg,11
2022-08-28,Salmon Fillet,E,5-6kg,5
2022-08-28,Salmon Fillet,E,6-7kg,5
2022-08-28,Salmon Fillet,E,7-8kg,31
2022-08-28,Salmon Fillet,E,8-9kg,32
2022-08-28,Salmon Fillet,F,1-2kg,5
2022-08-28,Salmon Fillet,F,2-3kg,27
2022-08-28,Salmon Fillet,F,3-4kg,16
2022-08-28,Salmon Fillet,F,4-5kg,28
2022-08-28,Salmon Fillet,F,5-6kg,38
2022-08-28,Salmon Fillet,F,6-7kg,29
2022-08-28,Salmon Fillet,F,7-8kg,23
2022-08-28,Salmon Fillet,F,8-9kg,19
2022-08-28,Trout Fillet,,,10
2022-08-28,Cod Fillet,,,32
2022-08-28,Shrimp,,,55
2022-08-28,Herring,,,46
2022-09-04,Salmon Fillet,A,1-2kg,18
2022-09-04,Salmon Fillet,A,2-3kg,23
2022-09-04,Salmon Fillet,A,3-4kg,16
2022-09-04,Salmon Fillet,A,4-5kg,9
2022-09-04,Salmon Fillet,A,5-6kg,17
2022-09-04,Salmon Fillet,A,6-7kg,28
2022-09-04,Salmon Fillet,A,7-8kg,6
2022-09-04,Salmon Fillet,A,8-9kg,36
2022-09-04,Salmon Fillet,B,1-2kg,18
2022-09-04,Salmon Fillet,B,2-3kg,19
2022-09-04,Salmon Fillet,B,3-4kg,31
2022-09-04,Salmon Fillet,B,4-5kg,26
2022-09-04,Salmon Fillet,B,5-6kg,28
2022-09-04,Salmon Fillet,B,6-7kg,17
2022-09-04,Salmon Fillet,B,7-8kg,12
2022-09-04,Salmon Fillet,B,8-9kg,27
2022-09-04,Salmon Fillet,C,1-2kg,8
2022-09-04,Salmon Fillet,C,2-3kg,19
2022-09-04,Salmon Fillet,C,3-4kg,22
2022-09-04,Salmon Fillet,C,4-5kg,20
2022-09-04,Salmon Fillet,C,5-6kg,19
2022-09-04,Salmon Fillet,C,6-7kg,5
2022-09-04,Salmon Fillet,C,7-8kg,19
2022-09-04,Salmon Fillet,C,8-9kg,18
2022-09-04,Salmon Fillet,D,1-2kg,17
2022-09-04,Salmon Fillet,D,2-3kg,6
2022-09-04,Salmon Fillet,D,3-4kg,37
2022-09-04,Salmon Fillet,D,4-5kg,9
2022-09-04,Salmon Fillet,D,5-6kg,28
2022-09-04,Salmon Fillet,D,6-7kg,28
2022-09-04,Salmon Fillet,D,7-8kg,14
2022-09-04,Salmon Fillet,D,8-9kg,32
2022-09-04,Salmon Fillet,E,1-2kg,5
2022-09-04,Salmon Fillet,E,2-3kg,29
2022-09-04,Salmon Fillet,E,3-4kg,29
2022-09-04,Salmon Fillet,E,4-5kg,12
2022-09-04,Salmon Fillet,E,5-6kg,31
2022-09-04,Salmon Fillet,E,6-7kg,19
2022-09-04,Salmon Fillet,E,7-8kg,22
2022-09-04,Salmon Fillet,E,8-9kg,21
2022-09-04,Salmon Fillet,F,1-2kg,19
2022-09-04,Salmon Fillet,F,2-3kg,23
2022-09-04,Salmon Fillet,F,3-4kg,30
2022-09-04,Salmon Fillet,F,4-5kg,7
2022-09-04,Salmon Fillet,F,5-6kg,33
2022-09-04,Salmon Fillet,F,6-7kg,5
2022-09-04,Salmon Fillet,F,7-8kg,29
2022-09-04,Salmon Fillet,F,8-9kg,26
2022-09-04,Trout Fillet,,,29
2022-09-04,Cod Fillet,,,31
2022-09-04,Shrimp,,,31
2022-09-04,Herring,,,50
2022-09-11,Salmon Fillet,A,1-2kg,14
2022-09-11,Salmon Fillet,A,2-3kg,22
2022-09-11,Salmon Fillet,A,3-4kg,37
2022-09-11,Salmon Fillet,A,4-5kg,34
2022-09-11,Salmon Fillet,A,5-6kg,16
2022-09-11,Salmon Fillet,A,6-7kg,19
2022-09-11,Salmon Fillet,A,7-8kg,6
2022-09-11,Salmon Fillet,A,8-9kg,10
2022-09-11,Salmon Fillet,B,1-2kg,31
2022-09-11,Salmon Fillet,B,2-3kg,32
2022-09-11,Salmon Fillet,B,3-4kg,12
2022-09-11,Salmon Fillet,B,4-5kg,18
2022-09-11,Salmon Fillet,B,5-6kg,17
2022-09-11,Salmon Fillet,B,6-7kg,25
2022-09-11,Salmon Fillet,B,7-8kg,10
2022-09-11,Salmon Fillet,B,8-9kg,20
2022-09-11,Salmon Fillet,C,1-2kg,19
2022-09-11,Salmon Fillet,C,2-3kg,16
2022-09-11,Salmon Fillet,C,3-4kg,28
2022-09-11,Salmon Fillet,C,4-5kg,23
2022-09-11,Salmon Fillet,C,5-6kg,16
2022-09-11,Salmon Fillet,C,6-7kg,14
2022-09-11,Salmon Fillet,C,7-8kg,18
2022-09-11,Salmon Fillet,C,8-9kg,17
2022-09-11,Salmon Fillet,D,1-2kg,18
2022-09-11,Salmon Fillet,D,2-3kg,30
2022-09-11,Salmon Fillet,D,3-4kg,29
2022-09-11,Salmon Fillet,D,4-5kg,13
2022-09-11,Salmon Fillet,D,5-6kg,30
2022-09-11,Salmon Fillet,D,6-7kg,14
2022-09-11,Salmon Fillet,D,7-8kg,33
2022-09-11,Salmon Fillet,D,8-9kg,25
2022-09-11,Salmon Fillet,E,1-2kg,20
2022-09-11,Salmon Fillet,E,2-3kg,25
2022-09-11,Salmon Fillet,E,3-4kg,6
2022-09-11,Salmon Fillet,E,4-5kg,5
2022-09-11,Salmon Fillet,E,5-6kg,5
2022-09-11,Salmon Fillet,E,6-7kg,19
2022-09-11,Salmon Fillet,E,7-8kg,41
2022-09-11,Salmon Fillet,E,8-9kg,41
2022-09-11,Salmon Fillet,F,1-2kg,28
2022-09-11,Salmon Fillet,F,2-3kg,23
2022-09-11,Salmon Fillet,F,3-4kg,5
2022-09-11,Salmon Fillet,F,4-5kg,12
2022-09-11,Salmon Fillet,F,5-6kg,15
2022-09-11,Salmon Fillet,F,6-7kg,17
2022-09-11,Salmon Fillet,F,7-8kg,17
2022-09-11,Salmon Fillet,F,8-9kg,10
2022-09-11,Trout Fillet,,,10
2022-09-11,Cod Fillet,,,72
2022-09-11,Shrimp,,,19
2022-09-11,Herring,,,46
2022-09-18,Salmon Fillet,A,1-2kg,36
2022-09-18,Salmon Fillet,A,2-3kg,8
2022-09-18,Salmon Fillet,A,3-4kg,5
2022-09-18,Salmon Fillet,A,4-5kg,18
2022-09-18,Salmon Fillet,A,5-6kg,30
2022-09-18,Salmon Fillet,A,6-7kg,34
2022-09-18,Salmon Fillet,A,7-8kg,6
2022-09-18,Salmon Fillet,A,8-9kg,23
2022-09-18,Salmon Fillet,B,1-2kg,12
2022-09-18,Salmon Fillet,B,2-3kg,15
2022-09-18,Salmon Fillet,B,3-4kg,41
2022-09-18,Salmon Fillet,B,4-5kg,5
2022-09-18,Salmon Fillet,B,5-6kg,24
2022-09-18,Salmon Fillet,B,6-7kg,28
2022-09-18,Salmon Fillet,B,7-8kg,32
2022-09-18,Salmon Fillet,B,8-9kg,16
2022-09-18,Salmon Fillet,C,1-2kg,18
2022-09-18,Salmon Fillet,C,2-3kg,21
2022-09-18,Salmon Fillet,C,3-4kg,23
2022-09-18,Salmon Fillet,C,4-5kg,15
2022-09-18,Salmon Fillet,C,5-6kg,30
2022-09-18,Salmon Fillet,C,6-7kg,20
2022-09-18,Salmon Fillet,C,7-8kg,26
2022-09-18,Salmon Fillet,C,8-9kg,20
2022-09-18,Salmon Fillet,D,1-2kg,31
2022-09-18,Salmon Fillet,D,2-3kg,20
2022-09-18,Salmon Fillet,D,3-4kg,5
2022-09-18,Salmon Fillet,D,4-5kg,32
2022-09-18,Salmon Fillet,D,5-6kg,6
2022-09-18,Salmon Fillet,D,6-7kg,9
2022-09-18,Salmon Fillet,D,7-8kg,10
2022-09-18,Salmon Fillet,D,8-9kg,38
2022-09-18,Salmon Fillet,E,1-2kg,5
2022-09-18,Salmon Fillet,E,2-3kg,48
2022-09-18,Salmon Fillet,E,3-4kg,28
2022-09-18,Salmon Fillet,E,4-5kg,20
2022-09-18,Salmon Fillet,E,5-6kg,17
2022-09-18,Salmon Fillet,E,6-7kg,21
2022-09-18,Salmon Fillet,E,7-8kg,20
2022-09-18,Salmon Fillet,E,8-9kg,31
2022-09-18,Salmon Fillet,F,1-2kg,21
2022-09-18,Salmon Fillet,F,2-3kg,17
2022-09-18,Salmon Fillet,F,3-4kg,20
2022-09-18,Salmon Fillet,F,4-5kg,23
2022-09-18,Salmon Fillet,F,5-6kg,16
2022-09-18,Salmon Fillet,F,6-7kg,32
2022-09-18,Salmon Fillet,F,7-8kg,22
2022-09-18,Salmon Fillet,F,8-9kg,5
2022-09-18,Trout Fillet,,,71
2022-09-18,Cod Fillet,,,63
2022-09-18,Shrimp,,,46
2022-09-18,Herring,,,44
2022-09-25,Salmon Fillet,A,1-2kg,30
2022-09-25,Salmon Fillet,A,2-3kg,27
2022-09-25,Salmon Fillet,A,3-4kg,13
2022-09-25,Salmon Fillet,A,4-5kg,26
2022-09-25,Salmon Fillet,A,5-6kg,15
2022-09-25,Salmon Fillet,A,6-7kg,7
2022-09-25,Salmon Fillet,A,7-8kg,18
2022-09-25,Salmon Fillet,A,8-9kg,30
2022-09-25,Salmon Fillet,B,1-2kg,32
2022-09-25,Salmon Fillet,B,2-3kg,25
2022-09-25,Salmon Fillet,B,3-4kg,24
2022-09-25,Salmon Fillet,B,4-5kg,26
2022-09-25,Salmon Fillet,B,5-6kg,12
2022-09-25,Salmon Fillet,B,6-7kg,29
2022-09-25,Salmon Fillet,B,7-8kg,25
2022-09-25,Salmon Fillet,B,8-9kg,23
2022-09-25,Salmon Fillet,C,1-2kg,29
2022-09-25,Salmon Fillet,C,2-3kg,25
2022-09-25,Salmon Fillet,C,3-4kg,22
2022-09-25,Salmon Fillet,C,4-5kg,35
2022-09-25,Salmon Fillet,C,5-6kg,17
2022-09-25,Salmon Fillet,C,6-7kg,11
2022-09-25,Salmon Fillet,C,7-8kg,22
2022-09-25,Salmon Fillet,C,8-9kg,12
2022-09-25,Salmon Fillet,D,1-2kg,9
2022-09-25,Salmon Fillet,D,2-3kg,13
2022-09-25,Salmon Fillet,D,3-4kg,9
2022-09-25,Salmon Fillet,D,4-5kg,20
2022-09-25,Salmon Fillet,D,5-6kg,5
2022-09-25,Salmon Fillet,D,6-7kg,26
2022-09-25,Salmon Fillet,D,7-8kg,22
2022-09-25,Salmon Fillet,D,8-9kg,16
2022-09-25,Salmon Fillet,E,1-2kg,21
2022-09-25,Salmon Fillet,E,2-3kg,26
2022-09-25,Salmon Fillet,E,3-4kg,8
2022-09-25,Salmon Fillet,E,4-5kg,7
2022-09-25,Salmon Fillet,E,5-6kg,16
2022-09-25,Salmon Fillet,E,6-7kg,12
2022-09-25,Salmon Fillet,E,7-8kg,31
2022-09-25,Salmon Fillet,E,8-9kg,20
2022-09-25,Salmon Fillet,F,1-2kg,18
2022-09-25,Salmon Fillet,F,2-3kg,5
2022-09-25,Salmon Fillet,F,3-4kg,24
2022-09-25,Salmon Fillet,F,4-5kg,11
2022-09-25,Salmon Fillet,F,5-6kg,18
2022-09-25,Salmon Fillet,F,6-7kg,22
2022-09-25,Salmon Fillet,F,7-8kg,35
2022-09-25,Salmon Fillet,F,8-9kg,5
2022-09-25,Trout Fillet,,,10
2022-09-25,Cod Fillet,,,53
2022-09-25,Shrimp,,,84
2022-09-25,Herring,,,79
2022-10-02,Salmon Fillet,A,1-2kg,28
2022-10-02,Salmon Fillet,A,2-3kg,16
2022-10-02,Salmon Fillet,A,3-4kg,28
2022-10-02,Salmon Fillet,A,4-5kg,12
2022-10-02,Salmon Fillet,A,5-6kg,25
2022-10-02,Salmon Fillet,A,6-7kg,24
2022-10-02,Salmon Fillet,A,7-8kg,36
2022-10-02,Salmon Fillet,A,8-9kg,48
2022-10-02,Salmon Fillet,B,1-2kg,27
2022-10-02,Salmon Fillet,B,2-3kg,22
2022-10-02,Salmon Fillet,B,3-4kg,23
2022-10-02,Salmon Fillet,B,4-5kg,5
2022-10-02,Salmon Fillet,B,5-6kg,12
2022-10-02,Salmon Fillet,B,6-7kg,18
2022-10-02,Salmon Fillet,B,7-8kg,18
2022-10-02,Salmon Fillet,B,8-9kg,23
2022-10-02,Salmon Fillet,C,1-2kg,17
2022-10-02,Salmon Fillet,C,2-3kg,39
2022-10-02,Salmon Fillet,C,3-4kg,20
2022-10-02,Salmon Fillet,C,4-5kg,28
2022-10-02,Salmon Fillet,C,5-6kg,16
2022-10-02,Salmon Fillet,C,6-7kg,21
2022-10-02,Salmon Fillet,C,7-8kg,27
2022-10-02,Salmon Fillet,C,8-9kg,11
2022-10-02,Salmon Fillet,D,1-2kg,19
2022-10-02,Salmon Fillet,D,2-3kg,23
2022-10-02,Salmon Fillet,D,3-4kg,12
2022-10-02,Salmon Fillet,D,4-5kg,14
2022-10-02,Salmon Fillet,D,5-6kg,21
2022-10-02,Salmon Fillet,D,6-7kg,30
2022-10-02,Salmon Fillet,D,7-8kg,26
2022-10-02,Salmon Fillet,D,8-9kg,30
2022-10-02,Salmon Fillet,E,1-2kg,31
2022-10-02,Salmon Fillet,E,2-3kg,22
2022-10-02,Salmon Fillet,E,3-4kg,30
2022-10-02,Salmon Fillet,E,4-5kg,20
2022-10-02,Salmon Fillet,E,5-6kg,25
2022-10-02,Salmon Fillet,E,6-7kg,19
2022-10-02,Salmon Fillet,E,7-8kg,5
2022-10-02,Salmon Fillet,E,8-9kg,21
2022-10-02,Salmon Fillet,F,1-2kg,36
2022-10-02,Salmon Fillet,F,2-3kg,35
2022-10-02,Salmon Fillet,F,3-4kg,38
2022-10-02,Salmon Fillet,F,4-5kg,32
2022-10-02,Salmon Fillet,F,5-6kg,28
2022-10-02,Salmon Fillet,F,6-7kg,25
2022-10-02,Salmon Fillet,F,7-8kg,21
2022-10-02,Salmon Fillet,F,8-9kg,21
2022-10-02,Trout Fillet,,,60
2022-10-02,Cod Fillet,,,82
2022-10-02,Shrimp,,,62
2022-10-02,Herring,,,53
2022-10-09,Salmon Fillet,A,1-2kg,21
2022-10-09,Salmon Fillet,A,2-3kg,28
2022-10-09,Salmon Fillet,A,3-4kg,12
2022-10-09,Salmon Fillet,A,4-5kg,5
2022-10-09,Salmon Fillet,A,5-6kg,23
2022-10-09,Salmon Fillet,A,6-7kg,6
2022-10-09,Salmon Fillet,A,7-8kg,20
2022-10-09,Salmon Fillet,A,8-9kg,26
2022-10-09,Salmon Fillet,B,1-2kg,16
2022-10-09,Salmon Fillet,B,2-3kg,34
2022-10-09,Salmon Fillet,B,3-4kg,27
2022-10-09,Salmon Fillet,B,4-5kg,32
2022-10-09,Salmon Fillet,B,5-6kg,35
2022-10-09,Salmon Fillet,B,6-7kg,16
2022-10-09,Salmon Fillet,B,7-8kg,39
2022-10-09,Salmon Fillet,B,8-9kg,25
2022-10-09,Salmon Fillet,C,1-2kg,32
2022-10-09,Salmon Fillet,C,2-3kg,16
2022-10-09,Salmon Fillet,C,3-4kg,12
2022-10-09,Salmon Fillet,C,4-5kg,27
2022-10-09,Salmon Fillet,C,5-6kg,32
2022-10-09,Salmon Fillet,C,6-7kg,12
2022-10-09,Salmon Fillet,C,7-8kg,19
2022-10-09,Salmon Fillet,C,8-9kg,34
2022-10-09,Salmon Fillet,D,1-2kg,13
2022-10-09,Salmon Fillet,D,2-3kg,38
2022-10-09,Salmon Fillet,D,3-4kg,14
2022-10-09,Salmon Fillet,D,4-5kg,35
2022-10-09,Salmon Fillet,D,5-6kg,21
2022-10-09,Salmon Fillet,D,6-7kg,27
2022-10-09,Salmon Fillet,D,7-8kg,22
2022-10-09,Salmon Fillet,D,8-9kg,21
2022-10-09,Salmon Fillet,E,1-2kg,22
2022-10-09,Salmon Fillet,E,2-3kg,18
2022-10-09,Salmon Fillet,E,3-4kg,33
2022-10-09,Salmon Fillet,E,4-5kg,21
2022-10-09,Salmon Fillet,E,5-6kg,17
2022-10-09,Salmon Fillet,E,6-7kg,18
2022-10-09,Salmon Fillet,E,7-8kg,5
2022-10-09,Salmon Fillet,E,8-9kg,17
2022-10-09,Salmon Fillet,F,1-2kg,45
2022-10-09,Salmon Fillet,F,2-3kg,32
2022-10-09,Salmon Fillet,F,3-4kg,19
2022-10-09,Salmon Fillet,F,4-5kg,18
2022-10-09,Salmon Fillet,F,5-6kg,20
2022-10-09,Salmon Fillet,F,6-7kg,24
2022-10-09,Salmon Fillet,F,7-8kg,8
2022-10-09,Salmon Fillet,F,8-9kg,30
2022-10-09,Trout Fillet,,,71
2022-10-09,Cod Fillet,,,63
2022-10-09,Shrimp,,,67
2022-10-09,Herring,,,48
2022-10-16,Salmon Fillet,A,1-2kg,31
2022-10-16,Salmon Fillet,A,2-3kg,27
2022-10-16,Salmon Fillet,A,3-4kg,15
2022-10-16,Salmon Fillet,A,4-5kg,13
2022-10-16,Salmon Fillet,A,5-6kg,20
2022-10-16,Salmon Fillet,A,6-7kg,43
2022-10-16,Salmon Fillet,A,7-8kg,6
2022-10-16,Salmon Fillet,A,8-9kg,5
2022-10-16,Salmon Fillet,B,1-2kg,22
2022-10-16,Salmon Fillet,B,2-3kg,23
2022-10-16,Salmon Fillet,B,3-4kg,20
2022-10-16,Salmon Fillet,B,4-5kg,24
2022-10-16,Salmon Fillet,B,5-6kg,26
2022-10-16,Salmon Fillet,B,6-7kg,43
2022-10-16,Salmon Fillet,B,7-8kg,8
2022-10-16,Salmon Fillet,B,8-9kg,15
2022-10-16,Salmon Fillet,C,1-2kg,20
2022-10-16,Salmon Fillet,C,2-3kg,5
2022-10-16,Salmon Fillet,C,3-4kg,20
2022-10-16,Salmon Fillet,C,4-5kg,40
2022-10-16,Salmon Fillet,C,5-6kg,21
2022-10-16,Salmon Fillet,C,6-7kg,28
2022-10-16,Salmon Fillet,C,7-8kg,13
2022-10-16,Salmon Fillet,C,8-9kg,21
2022-10-16,Salmon Fillet,D,1-2kg,18
2022-10-16,Salmon Fillet,D,2-3kg,25
2022-10-16,Salmon Fillet,D,3-4kg,34
2022-10-16,Salmon Fillet,D,4-5kg,28
2022-10-16,Salmon Fillet,D,5-6kg,13
2022-10-16,Salmon Fillet,D,6-7kg,24
2022-10-16,Salmon Fillet,D,7-8kg,29
2022-10-16,Salmon Fillet,D,8-9kg,33
2022-10-16,Salmon Fillet,E,1-2kg,41
2022-10-16,Salmon Fillet,E,2-3kg,13
2022-10-16,Salmon Fillet,E,3-4kg,17
2022-10-16,Salmon Fillet,E,4-5kg,12
2022-10-16,Salmon Fillet,E,5-6kg,22
2022-10-16,Salmon Fillet,E,6-7kg,33
2022-10-16,Salmon Fillet,E,7-8kg,30
2022-10-16,Salmon Fillet,E,8-9kg,19
2022-10-16,Salmon Fillet,F,1-2kg,24
2022-10-16,Salmon Fillet,F,2-3kg,22
2022-10-16,Salmon Fillet,F,3-4kg,12
2022-10-16,Salmon Fillet,F,4-5kg,41
2022-10-16,Salmon Fillet,F,5-6kg,7
2022-10-16,Salmon Fillet,F,6-7kg,29
2022-10-16,Salmon Fillet,F,7-8kg,49
2022-10-16,Salmon Fillet,F,8-9kg,26
2022-10-16,Trout Fillet,,,50
2022-10-16,Cod Fillet,,,43
2022-10-16,Shrimp,,,60
2022-10-16,Herring,,,87
2022-10-23,Salmon Fillet,A,1-2kg,5
2022-10-23,Salmon Fillet,A,2-3kg,40
2022-10-23,Salmon Fillet,A,3-4kg,6
2022-10-23,Salmon Fillet,A,4-5kg,18
2022-10-23,Salmon Fillet,A,5-6kg,16
2022-10-23,Salmon Fillet,A,6-7kg,30
2022-10-23,Salmon Fillet,A,7-8kg,10
2022-10-23,Salmon Fillet,A,8-9kg,23
2022-10-23,Salmon Fillet,B,1-2kg,47
2022-10-23,Salmon Fillet,B,2-3kg,10
2022-10-23,Salmon Fillet,B,3-4kg,26
2022-10-23,Salmon Fillet,B,4-5kg,13
2022-10-23,Salmon Fillet,B,5-6kg,30
2022-10-23,Salmon Fillet,B,6-7kg,22
2022-10-23,Salmon Fillet,B,7-8kg,21
2022-10-23,Salmon Fillet,B,8-9kg,33
2022-10-23,Salmon Fillet,C,1-2kg,47
2022-10-23,Salmon Fillet,C,2-3kg,26
2022-10-23,Salmon Fillet,C,3-4kg,30
2022-10-23,Salmon Fillet,C,4-5kg,13
2022-10-23,Salmon Fillet,C,5-6kg,9
2022-10-23,Salmon Fillet,C,6-7kg,26
2022-10-23,Salmon Fillet,C,7-8kg,36
2022-10-23,Salmon Fillet,C,8-9kg,32
2022-10-23,Salmon Fillet,D,1-2kg,22
2022-10-23,Salmon Fillet,D,2-3kg,28
2022-10-23,Salmon Fillet,D,3-4kg,14
2022-10-23,Salmon Fillet,D,4-5kg,30
2022-10-23,Salmon Fillet,D,5-6kg,27
2022-10-23,Salmon Fillet,D,6-7kg,23
2022-10-23,Salmon Fillet,D,7-8kg,16
2022-10-23,Salmon Fillet,D,8-9kg,27
2022-10-23,Salmon Fillet,E,1-2kg,18
2022-10-23,Salmon Fillet,E,2-3kg,21
2022-10-23,Salmon Fillet,E,3-4kg,41
2022-10-23,Salmon Fillet,E,4-5kg,26
2022-10-23,Salmon Fillet,E,5-6kg,25
2022-10-23,Salmon Fillet,E,6-7kg,18
2022-10-23,Salmon Fillet,E,7-8kg,36
2022-10-23,Salmon Fillet,E,8-9kg,20
2022-10-23,Salmon Fillet,F,1-2kg,17
2022-10-23,Salmon Fillet,F,2-3kg,33
2022-10-23,Salmon Fillet,F,3-4kg,35
2022-10-23,Salmon Fillet,F,4-5kg,20
2022-10-23,Salmon Fillet,F,5-6kg,8
2022-10-23,Salmon Fillet,F,6-7kg,33
2022-10-23,Salmon Fillet,F,7-8kg,20
2022-10-23,Salmon Fillet,F,8-9kg,30
2022-10-23,Trout Fillet,,,12
2022-10-23,Cod Fillet,,,75
2022-10-23,Shrimp,,,34
2022-10-23,Herring,,,80
2022-10-30,Salmon Fillet,A,1-2kg,22
2022-10-30,Salmon Fillet,A,2-3kg,18
2022-10-30,Salmon Fillet,A,3-4kg,24
2022-10-30,Salmon Fillet,A,4-5kg,32
2022-10-30,Salmon Fillet,A,5-6kg,26
2022-10-30,Salmon Fillet,A,6-7kg,32
2022-10-30,Salmon Fillet,A,7-8kg,38
2022-10-30,Salmon Fillet,A,8-9kg,10
2022-10-30,Salmon Fillet,B,1-2kg,39
2022-10-30,Salmon Fillet,B,2-3kg,22
2022-10-30,Salmon Fillet,B,3-4kg,19
2022-10-30,Salmon Fillet,B,4-5kg,7
2022-10-30,Salmon Fillet,B,5-6kg,18
2022-10-30,Salmon Fillet,B,6-7kg,38
2022-10-30,Salmon Fillet,B,7-8kg,20
2022-10-30,Salmon Fillet,B,8-9kg,44
2022-10-30,Salmon Fillet,C,1-2kg,9
2022-10-30,Salmon Fillet,C,2-3kg,22
2022-10-30,Salmon Fillet,C,3-4kg,9
2022-10-30,Salmon Fillet,C,4-5kg,23
2022-10-30,Salmon Fillet,C,5-6kg,33
2022-10-30,Salmon Fillet,C,6-7kg,21
2022-10-30,Salmon Fillet,C,7-8kg,5
2022-10-30,Salmon Fillet,C,8-9kg,30
2022-10-30,Salmon Fillet,D,1-2kg,30
2022-10-30,Salmon Fillet,D,2-3kg,30
2022-10-30,Salmon Fillet,D,3-4kg,36
2022-10-30,Salmon Fillet,D,4-5kg,18
2022-10-30,Salmon Fillet,D,5-6kg,28
2022-10-30,Salmon Fillet,D,6-7kg,32
2022-10-30,Salmon Fillet,D,7-8kg,6
2022-10-30,Salmon Fillet,D,8-9kg,27
2022-10-30,Salmon Fillet,E,1-2kg,23
2022-10-30,Salmon Fillet,E,2-3kg,27
2022-10-30,Salmon Fillet,E,3-4kg,29
2022-10-30,Salmon Fillet,E,4-5kg,18
2022-10-30,Salmon Fillet,E,5-6kg,12
